procedure_name_en,procedure_year,procedure_number,instance_date,actual_worth,procedure_area,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,area_id,area_name_en,actual_area,property_total_value,actual_area_missing
Property Evaluation,2018,4843,2018-07-26T00:00:00.000Z,8679059.0,4479.51,1,Land,65,Industrial,453,Saih Shuaib 2,4479.51,8679059.0,false
Property Evaluation,2018,4552,2018-07-18T00:00:00.000Z,1.081877E7,7731.52,1,Land,63,Residential,452,Al Hebiah Second,7731.52,1.081877E7,false
Property Evaluation,2018,6241,2018-10-04T00:00:00.000Z,1.1014214E7,1136.95,1,Land,62,Commercial,334,Al Jadaf,1136.95,1.1014214E7,false
Property Evaluation,2018,7169,2018-11-12T00:00:00.000Z,2600000.0,227.5,1,Land,63,Residential,445,Jabal Ali First,227.5,2600000.0,false
Property Evaluation,2018,5530,2018-09-11T00:00:00.000Z,1500745.0,87.14,3,Unit,60,Flat,330,Marsa Dubai,87.14,1500745.0,false
Property Evaluation,2018,7490,2018-11-26T00:00:00.000Z,3198331.0,330.15,3,Unit,60,Flat,330,Marsa Dubai,330.15,3198331.0,false
Property Evaluation,2018,7491,2018-11-26T00:00:00.000Z,807195.0,107.13,3,Unit,60,Flat,441,Al Barsha South Fourth,107.13,807195.0,false
Property Evaluation,2018,7586,2018-12-04T00:00:00.000Z,53959.0,16.71,1,Land,26,Electricity Station,341,Trade Center First,16.71,53959.0,false
Property Evaluation,2018,5315,2018-09-03T00:00:00.000Z,3.8E7,1393.55,1,Land,62,Commercial,297,Al Warqa First,1393.55,3.8E7,false
Property Evaluation,2018,5756,2018-09-23T00:00:00.000Z,8254791.0,1917.24,1,Land,63,Residential,465,Wadi Al Safa 3,1917.24,8254791.0,false
Property Evaluation,2018,6428,2018-10-14T00:00:00.000Z,1742330.0,269.78,3,Unit,60,Flat,350,Al Thanyah Fifth,269.78,1742330.0,false
Property Evaluation,2018,4625,2018-07-19T00:00:00.000Z,244448.0,37.85,3,Unit,42,Office,526,Business Bay,37.85,244448.0,false
Property Evaluation,2018,7016,2018-11-05T00:00:00.000Z,2250000.0,577.09,1,Land,63,Residential,465,Wadi Al Safa 3,577.09,2250000.0,false
Property Evaluation,2018,6501,2018-10-15T00:00:00.000Z,736509.0,57.02,3,Unit,60,Flat,526,Business Bay,57.02,736509.0,false
Property Evaluation,2018,6605,2018-10-21T00:00:00.000Z,4.481539E7,2775.66,1,Land,62,Commercial,278,Mankhool,2775.66,4.481539E7,false
Property Evaluation,2018,7133,2018-11-11T00:00:00.000Z,2325217.0,540.05,1,Land,62,Commercial,352,Al Thanayah Fourth,540.05,2325217.0,false
Property Evaluation,2018,5258,2018-08-30T00:00:00.000Z,3200000.0,369.85,2,Building,4,Villa,434,Wadi Al Safa 6,369.85,3200000.0,false
Property Evaluation,2019,117,2019-01-09T00:00:00.000Z,7.9999888E7,3716.12,1,Land,62,Commercial,364,Al Wasl,3716.12,7.9999888E7,false
Property Evaluation,2018,4306,2018-07-05T00:00:00.000Z,1690492.0,224.36,1,Land,63,Residential,233,Hor Al Anz,224.36,1690492.0,false
Property Evaluation,2018,4044,2018-06-26T00:00:00.000Z,1.889073E7,4387.52,1,Land,63,Residential,465,Wadi Al Safa 3,4412.39,1.889073E7,false
Property Evaluation,2018,6218,2018-10-04T00:00:00.000Z,1.00099964E8,929.96,1,Land,62,Commercial,237,Al Sabkha,929.96,1.00099964E8,false
Property Evaluation,2018,5008,2018-08-05T00:00:00.000Z,290625.0,45.0,3,Unit,60,Flat,343,Al Warsan First,45.0,290625.0,false
Property Evaluation,2019,3220,2019-09-17T00:00:00.000Z,2.6E7,5574.18,1,Land,65,Industrial,248,Um Ramool,5574.18,2.6E7,false
Property Evaluation,2019,2399,2019-07-10T00:00:00.000Z,1.2E7,1858.06,1,Land,63,Residential,318,Jumeirah Third,928.3,1.2E7,false
Property Evaluation,2019,1795,2019-05-08T00:00:00.000Z,4200000.0,704.02,1,Land,63,Residential,434,Wadi Al Safa 6,704.02,4200000.0,false
Property Evaluation,2020,432,2020-02-09T00:00:00.000Z,2.36914026E8,37948.37,1,Land,62,Commercial,350,Al Thanyah Fifth,17606.69,2.36914026E8,false
Property Evaluation,2020,505,2020-02-12T00:00:00.000Z,2.1790008E7,2024.36,1,Land,62,Commercial,334,Al Jadaf,2024.36,2.1790008E7,false
Property Evaluation,2019,1217,2019-03-26T00:00:00.000Z,3.3494888E7,889.08,1,Land,62,Commercial,362,Naif,889.08,3.3494888E7,false
Property Evaluation,2019,310,2019-01-23T00:00:00.000Z,5.0163414E7,10131.17,1,Land,65,Industrial,248,Um Ramool,10131.17,5.0163414E7,false
Property Evaluation,2019,3011,2019-09-02T00:00:00.000Z,1.9492045E7,1509.06,1,Land,0,"",266,Al Satwa,1509.06,1.9492045E7,false
Property Evaluation,2019,3174,2019-09-16T00:00:00.000Z,1017188.0,94.5,3,Unit,60,Flat,330,Marsa Dubai,94.5,1017188.0,false
Property Evaluation,2019,3156,2019-09-15T00:00:00.000Z,5128196.0,3176.17,1,Land,62,Commercial,467,Wadi Al Safa 5,3174.87,5128196.0,false
Property Evaluation,2019,597,2019-02-10T00:00:00.000Z,3.0E7,3716.12,1,Land,63,Residential,370,Um Suqaim Third,3716.12,3.0E7,false
Property Evaluation,2019,4332,2019-12-26T00:00:00.000Z,756702.0,70.3,3,Unit,60,Flat,330,Marsa Dubai,70.3,756702.0,false
Property Evaluation,2020,264,2020-01-27T00:00:00.000Z,599086.0,79.51,3,Unit,60,Flat,465,Wadi Al Safa 3,78.99,599086.0,false
Property Evaluation,2019,3380,2019-10-03T00:00:00.000Z,2200000.0,257.75,2,Building,4,Villa,352,Al Thanayah Fourth,257.75,2200000.0,false
Property Evaluation,2020,205,2020-01-21T00:00:00.000Z,2.1823576E7,4827.33,1,Land,63,Residential,442,Al Barsha South Fifth,10802.22,2.1823576E7,false
Property Evaluation,2019,3789,2019-11-05T00:00:00.000Z,1.0708573E7,4145.25,1,Land,62,Commercial,485,Me'Aisem First,4145.25,1.0708573E7,false
Property Evaluation,2020,405,2020-02-06T00:00:00.000Z,1.0831927E7,503.16,1,Land,62,Commercial,271,Al Karama,503.16,1.0831927E7,false
Property Evaluation,2020,701,2020-02-27T00:00:00.000Z,5187742.0,1927.83,1,Land,0,"",264,Nad Al Hamar,1927.83,5187742.0,false
Property Evaluation,2019,3759,2019-11-04T00:00:00.000Z,1.84732E7,4290.52,1,Land,62,Commercial,445,Jabal Ali First,4290.52,1.84732E7,false
Property Evaluation,2019,1413,2019-04-10T00:00:00.000Z,4864163.0,376.58,3,Unit,60,Flat,410,Palm Jumeirah,376.58,4864163.0,false
Property Evaluation,2019,1581,2019-04-22T00:00:00.000Z,1700000.0,594.58,1,Land,63,Residential,300,Al Rashidiya,594.58,1700000.0,false
Property Evaluation,2020,39,2020-01-07T00:00:00.000Z,2.7019993E7,3586.06,1,Land,62,Commercial,378,Al Garhoud,3586.06,2.7019993E7,false
Property Evaluation,2020,2007,2020-08-09T00:00:00.000Z,9418487.0,2500.02,1,Land,62,Commercial,445,Jabal Ali First,2500.0,9418487.0,false
Property Evaluation,2020,1317,2020-06-08T00:00:00.000Z,2.2E7,3678.96,1,Land,63,Residential,378,Al Garhoud,3678.96,2.2E7,false
Property Evaluation,2020,1678,2020-07-07T00:00:00.000Z,708530.0,108.95,3,Unit,60,Flat,435,Al Hebiah Fourth,108.95,708530.0,false
Property Evaluation,2020,1890,2020-07-26T00:00:00.000Z,4800000.0,511.98,1,Land,41,Government Housing,335,Nad Al Shiba First,512.0,4800000.0,false
Property Evaluation,2020,1263,2020-06-03T00:00:00.000Z,2141693.0,198.97,3,Unit,60,Flat,410,Palm Jumeirah,198.97,2141693.0,false
Property Evaluation,2016,4074,2016-08-10T00:00:00.000Z,3500000.0,1393.55,1,Land,63,Residential,311,Muhaisanah Third,1394.0,3500000.0,false
Property Evaluation,2016,5985,2016-11-10T00:00:00.000Z,1.55579796E8,9635.9,1,Land,62,Commercial,247,Al Khabeesi,9635.9,1.55579796E8,false
Property Evaluation,2016,5996,2016-11-10T00:00:00.000Z,3596972.0,222.78,1,Land,62,Commercial,269,Al Hamriya,222.78,3596972.0,false
Property Evaluation,2017,362,2017-01-16T00:00:00.000Z,3.66620439E8,21274.32,1,Land,62,Commercial,244,Al Murqabat,21274.33,3.66620439E8,false
Property Evaluation,2016,3765,2016-07-24T00:00:00.000Z,5656106.0,1050.94,1,Land,63,Residential,335,Nad Al Shiba First,1050.96,5656106.0,false
Property Evaluation,2017,5166,2017-08-20T00:00:00.000Z,5339260.0,1417.24,1,Land,63,Residential,434,Wadi Al Safa 6,1417.24,5339260.0,false
Property Evaluation,2017,963,2017-02-07T00:00:00.000Z,7100000.0,1500.65,1,Land,63,Residential,467,Wadi Al Safa 5,1500.65,7100000.0,false
Property Evaluation,2017,3520,2017-05-30T00:00:00.000Z,2.6904874E7,7330.05,1,Land,63,Residential,464,Wadi Al Safa 2,7330.05,2.6904874E7,false
Property Evaluation,2017,625,2017-01-25T00:00:00.000Z,1475117.0,152.27,3,Unit,23,Shop,483,Warsan Fourth,152.27,1475117.0,false
Property Evaluation,2017,575,2017-01-24T00:00:00.000Z,1604036.0,149.02,3,Unit,42,Office,526,Business Bay,149.02,1604036.0,false
Property Evaluation,2016,4072,2016-08-10T00:00:00.000Z,607116.0,62.67,3,Unit,60,Flat,451,Al Hebiah Fifth,62.67,607116.0,false
Property Evaluation,2017,6324,2017-10-16T00:00:00.000Z,1.7550599E7,5345.92,1,Land,63,Residential,465,Wadi Al Safa 3,5345.92,1.7550599E7,false
Property Evaluation,2017,7964,2017-12-18T00:00:00.000Z,2.25E7,3716.12,1,Land,63,Residential,231,Al Mamzer,3716.12,2.25E7,false
Property Evaluation,2017,7688,2017-12-10T00:00:00.000Z,1.05E8,929.03,1,Land,62,Commercial,341,Trade Center First,929.03,1.05E8,false
Property Evaluation,2017,8118,2017-12-21T00:00:00.000Z,419792.0,39.0,3,Unit,23,Shop,343,Al Warsan First,39.0,419792.0,false
Property Evaluation,2017,8295,2017-12-26T00:00:00.000Z,1.4886387E7,1728.74,1,Land,62,Commercial,322,Al Qusais Industrial Fourth,1728.74,1.4886387E7,false
Property Evaluation,2017,8097,2017-12-21T00:00:00.000Z,3204493.0,1190.83,1,Land,63,Residential,382,Al Waheda,1191.57,3204493.0,false
Property Evaluation,2017,7747,2017-12-12T00:00:00.000Z,1.5E7,1368.18,1,Land,62,Commercial,249,Al Muteena,1368.18,1.5E7,false
Property Evaluation,2017,8098,2017-12-21T00:00:00.000Z,656490.0,101.65,3,Unit,60,Flat,467,Wadi Al Safa 5,101.65,656490.0,false
Property Evaluation,2017,6856,2017-11-05T00:00:00.000Z,1.0E7,1820.9,1,Land,0,"",319,Ras Al Khor Industrial Second,1820.9,1.0E7,false
Property Evaluation,2018,2289,2018-04-08T00:00:00.000Z,2000018.0,232.26,1,Land,38,Residential Flats,230,Abu Hail,232.26,2000018.0,false
Property Evaluation,2018,1493,2018-03-05T00:00:00.000Z,1500000.0,403.85,1,Land,63,Residential,317,Jumeirah First,403.85,1500000.0,false
Property Evaluation,2018,2954,2018-05-02T00:00:00.000Z,318008.0,49.24,3,Unit,42,Office,526,Business Bay,49.24,318008.0,false
Property Evaluation,2018,799,2018-02-04T00:00:00.000Z,2.08505393E8,139358.3,1,Land,0,"",395,Jabal Ali Industrial First,139358.3,2.08505393E8,false
Property Evaluation,2018,3207,2018-05-10T00:00:00.000Z,9000000.0,1393.55,1,Land,63,Residential,374,Um Al Sheif,1393.55,9000000.0,false
Property Evaluation,2018,702,2018-01-30T00:00:00.000Z,300851.0,43.0,3,Unit,60,Flat,343,Al Warsan First,43.0,300851.0,false
Property Evaluation,2018,2752,2018-04-24T00:00:00.000Z,5428506.0,1833.91,1,Land,65,Industrial,360,Muhaisanah Second,1833.91,5428506.0,false
Property Evaluation,2018,2718,2018-04-23T00:00:00.000Z,3739637.0,1737.12,3,Unit,42,Office,350,Al Thanyah Fifth,1737.12,3739637.0,false
Property Evaluation,2018,1461,2018-03-04T00:00:00.000Z,2250000.0,278.41,2,Building,4,Villa,506,Al Yelayiss 1,278.41,2250000.0,false
Property Evaluation,2018,3171,2018-05-08T00:00:00.000Z,1.2737073E7,3944.38,1,Land,62,Commercial,444,Al Hebiah First,3944.38,1.2737073E7,false
Property Evaluation,2018,2484,2018-04-15T00:00:00.000Z,870257.0,310.96,3,Unit,42,Office,350,Al Thanyah Fifth,310.96,870257.0,false
Property Evaluation,2018,3427,2018-05-22T00:00:00.000Z,3295475.0,612.32,1,Land,63,Residential,230,Abu Hail,612.32,3295475.0,false
Property Evaluation,2018,487,2018-01-22T00:00:00.000Z,3.2E7,1912.69,1,Land,63,Residential,314,Al Saffa Second,1912.69,3.2E7,false
Property Evaluation,2018,2949,2018-05-02T00:00:00.000Z,181000.0,25.87,3,Unit,42,Office,526,Business Bay,25.87,181000.0,false
Property Evaluation,2018,2129,2018-03-28T00:00:00.000Z,1.2E7,2839.86,1,Land,62,Commercial,230,Abu Hail,2839.86,1.2E7,false
Property Evaluation,2018,862,2018-02-06T00:00:00.000Z,5800000.0,614.27,1,Land,62,Commercial,352,Al Thanayah Fourth,614.23,5800000.0,false
Property Evaluation,2018,2778,2018-04-25T00:00:00.000Z,7043711.0,2423.64,1,Land,62,Commercial,441,Al Barsha South Fourth,2423.64,7043711.0,false
Property Evaluation,2018,3024,2018-05-03T00:00:00.000Z,272154.0,42.14,3,Unit,42,Office,526,Business Bay,42.14,272154.0,false
Property Evaluation,2018,850,2018-02-05T00:00:00.000Z,1.1E7,1393.55,1,Land,63,Residential,232,Mirdif,1393.55,1.1E7,false
Property Evaluation,2018,3665,2018-06-03T00:00:00.000Z,5500000.0,2043.87,1,Land,63,Residential,327,Nad Shamma,2043.87,5500000.0,false
Property Evaluation,2018,4171,2018-07-02T00:00:00.000Z,1.05E7,346.53,1,Land,62,Commercial,242,Al Ras,346.57,1.05E7,false
Property Evaluation,2018,4891,2018-07-29T00:00:00.000Z,2400000.0,196.23,2,Building,4,Villa,463,Wadi Al Safa 7,196.23,2400000.0,false
Property Evaluation,2018,7860,2018-12-24T00:00:00.000Z,2897388.0,1196.34,1,Land,0,"",480,Saih Shuaib 1,1196.34,2897388.0,false
Property Evaluation,2018,7128,2018-11-11T00:00:00.000Z,905147.0,120.13,3,Unit,23,Shop,284,Jabal Ali,120.13,905147.0,false
Property Evaluation,2018,7145,2018-11-11T00:00:00.000Z,1.0E8,1585.85,1,Land,62,Commercial,242,Al Ras,1585.85,1.0E8,false
Property Evaluation,2018,7390,2018-11-22T00:00:00.000Z,4.738132E7,12576.78,1,Land,0,"",370,Um Suqaim Third,12576.78,4.738132E7,false
Property Evaluation,2018,7924,2018-12-27T00:00:00.000Z,3081403.0,204.48,1,Land,63,Residential,276,Al Bada,204.48,3081403.0,false
Property Evaluation,2018,5415,2018-09-06T00:00:00.000Z,1095442.0,101.77,3,Unit,42,Office,350,Al Thanyah Fifth,101.77,1095442.0,false
Property Evaluation,2018,4898,2018-07-30T00:00:00.000Z,4744167.0,734.58,1,Land,62,Commercial,352,Al Thanayah Fourth,734.58,4744167.0,false
Property Evaluation,2018,5893,2018-09-27T00:00:00.000Z,1.1185715E7,1731.98,1,Land,62,Commercial,441,Al Barsha South Fourth,1731.98,1.1185715E7,false
Property Evaluation,2018,7833,2018-12-23T00:00:00.000Z,1.2007943E7,1716.27,1,Land,16,Sports Club,231,Al Mamzer,2100.06,1.2007943E7,false
Property Evaluation,2018,6473,2018-10-15T00:00:00.000Z,2.8E8,18339.05,1,Land,62,Commercial,305,AL QUSAIS,18339.06,2.8E8,false
Property Evaluation,2018,5007,2018-08-05T00:00:00.000Z,1.5E7,1834.37,1,Land,62,Commercial,317,Jumeirah First,1834.0,1.5E7,false
Property Evaluation,2018,5296,2018-09-02T00:00:00.000Z,4.4755345E8,989978.96,1,Land,63,Residential,467,Wadi Al Safa 5,550692.83,4.4755345E8,false
Property Evaluation,2018,7067,2018-11-06T00:00:00.000Z,873377.0,124.83,3,Unit,42,Office,285,Nad Al Shiba,124.83,873377.0,false
Property Evaluation,2018,3660,2018-05-31T00:00:00.000Z,1310504.0,121.75,3,Unit,60,Flat,330,Marsa Dubai,121.75,1310504.0,false
Property Evaluation,2019,139,2019-01-10T00:00:00.000Z,1277976.0,98.94,3,Unit,60,Flat,330,Marsa Dubai,98.94,1277976.0,false
Property Evaluation,2019,2361,2019-07-09T00:00:00.000Z,9.5739723E7,8894.52,1,Land,34,General Use,317,Jumeirah First,8894.52,9.5739723E7,false
Property Evaluation,2019,2687,2019-07-29T00:00:00.000Z,4.5E7,1858.06,1,Land,62,Commercial,271,Al Karama,1858.06,4.5E7,false
Property Evaluation,2019,1390,2019-04-07T00:00:00.000Z,1.0302914E7,1367.39,3,Unit,42,Office,443,Al Thanyah First,1367.39,1.0302914E7,false
Property Evaluation,2019,2503,2019-07-17T00:00:00.000Z,6.5E7,1648.66,1,Land,62,Commercial,368,Al Barsha First,1648.66,6.5E7,false
Property Evaluation,2020,570,2020-02-18T00:00:00.000Z,5043898.0,1041.32,1,Land,1,Land,317,Jumeirah First,1041.32,5043898.0,false
Property Evaluation,2019,4182,2019-12-12T00:00:00.000Z,2910631.0,1502.26,1,Land,63,Residential,463,Wadi Al Safa 7,1502.26,2910631.0,false
Property Evaluation,2019,737,2019-02-20T00:00:00.000Z,6.67539253E8,1550412.15,1,Land,10,School,492,Al Rowaiyah First,1550412.15,6.67539253E8,false
Property Evaluation,2020,534,2020-02-16T00:00:00.000Z,2839990.0,1319.22,1,Land,65,Industrial,321,Al Qusais Industrial Third,1319.22,2839990.0,false
Property Evaluation,2019,369,2019-01-29T00:00:00.000Z,9999986.0,3716.12,1,Land,65,Industrial,360,Muhaisanah Second,3716.12,9999986.0,false
Property Evaluation,2019,277,2019-01-22T00:00:00.000Z,2705527.0,209.46,3,Unit,60,Flat,437,Al Kheeran,209.46,2705527.0,false
Property Evaluation,2019,2994,2019-09-01T00:00:00.000Z,3.8E7,1509.4,1,Land,63,Residential,303,Um Suqaim First,1509.4,3.8E7,false
Property Evaluation,2020,1072,2020-04-18T00:00:00.000Z,1337683.0,82.85,3,Unit,101,Hotel Apartment,390,Burj Khalifa,82.85,1337683.0,false
Property Evaluation,2020,1114,2020-04-30T00:00:00.000Z,1.4759674E7,1371.22,1,Land,0,"",266,Al Satwa,1371.22,1.4759674E7,false
Property Evaluation,2020,1956,2020-07-29T00:00:00.000Z,8.1098713E7,55809.81,1,Land,63,Residential,464,Wadi Al Safa 2,55809.81,8.1098713E7,false
Property Evaluation,2020,1380,2020-06-14T00:00:00.000Z,492905.0,70.45,3,Unit,60,Flat,451,Al Hebiah Fifth,70.45,492905.0,false
Property Evaluation,2020,1003,2020-04-01T00:00:00.000Z,2066668.0,1200.0,1,Land,0,"",233,Hor Al Anz,1200.01,2066668.0,false
Property Evaluation,2020,1844,2020-07-20T00:00:00.000Z,3000000.0,604.8,1,Land,62,Commercial,352,Al Thanayah Fourth,604.75,3000000.0,false
Property Evaluation,2017,3408,2017-05-24T00:00:00.000Z,5597556.0,3466.87,1,Land,16,Sports Club,335,Nad Al Shiba First,3462.2,5597556.0,false
Property Evaluation,2017,3462,2017-05-25T00:00:00.000Z,2672030.0,310.3,1,Land,63,Residential,266,Al Satwa,310.3,2672030.0,false
Property Evaluation,2017,1253,2017-02-19T00:00:00.000Z,2.0841989E7,10962.56,1,Land,13,Clinic,397,Al Khawaneej Second,10962.56,2.0841989E7,false
Property Evaluation,2017,7078,2017-11-14T00:00:00.000Z,2946133.0,364.94,3,Unit,60,Flat,435,Al Hebiah Fourth,364.94,2946133.0,false
Property Evaluation,2016,5580,2016-10-25T00:00:00.000Z,2877909.0,190.84,3,Unit,60,Flat,410,Palm Jumeirah,190.84,2877909.0,false
Property Evaluation,2017,4425,2017-07-09T00:00:00.000Z,6500000.0,1323.77,1,Land,63,Residential,434,Wadi Al Safa 6,1323.77,6500000.0,false
Property Evaluation,2017,4031,2017-06-14T00:00:00.000Z,1546987.0,71.86,3,Unit,42,Office,350,Al Thanyah Fifth,71.86,1546987.0,false
Property Evaluation,2017,3738,2017-06-11T00:00:00.000Z,4319427.0,1707.61,1,Land,1,Land,465,Wadi Al Safa 3,1707.59,4319427.0,false
Property Evaluation,2016,5382,2016-10-18T00:00:00.000Z,1.4E7,622.54,1,Land,62,Commercial,410,Palm Jumeirah,681.26,1.4E7,false
Property Evaluation,2016,6277,2016-11-22T00:00:00.000Z,8764301.0,1480.42,1,Land,62,Commercial,409,Al Barshaa South Third,1480.41,8764301.0,false
Property Evaluation,2017,6066,2017-10-08T00:00:00.000Z,5.5102749E7,9882.66,1,Land,63,Residential,412,Al Merkadh,9798.36,5.5102749E7,false
Property Evaluation,2016,5237,2016-10-11T00:00:00.000Z,2676336.0,124.32,3,Unit,60,Flat,410,Palm Jumeirah,124.32,2676336.0,false
Property Evaluation,2016,6870,2016-12-15T00:00:00.000Z,1.7304275E8,535873.77,1,Land,63,Residential,467,Wadi Al Safa 5,467845.94,1.7304275E8,false
Property Evaluation,2017,5115,2017-08-16T00:00:00.000Z,6000013.0,1393.55,1,Land,63,Residential,232,Mirdif,1393.55,6000013.0,false
Property Evaluation,2017,4924,2017-08-07T00:00:00.000Z,876956.0,101.84,3,Unit,42,Office,350,Al Thanyah Fifth,101.84,876956.0,false
Property Evaluation,2017,4258,2017-06-22T00:00:00.000Z,2162063.0,160.69,3,Unit,60,Flat,410,Palm Jumeirah,160.69,2162063.0,false
Property Evaluation,2017,6882,2017-11-05T00:00:00.000Z,682500.0,181.16,1,Land,63,Residential,230,Abu Hail,181.16,682500.0,false
Property Evaluation,2016,5127,2016-10-06T00:00:00.000Z,8399988.0,1858.06,1,Land,65,Industrial,395,Jabal Ali Industrial First,1858.06,8399988.0,false
Property Evaluation,2017,7922,2017-12-17T00:00:00.000Z,998976.0,103.12,3,Unit,42,Office,443,Al Thanyah First,103.12,998976.0,false
Property Evaluation,2017,8183,2017-12-24T00:00:00.000Z,1.85380729E8,17222.45,1,Land,62,Commercial,390,Burj Khalifa,17222.46,1.85380729E8,false
Property Evaluation,2017,7446,2017-11-28T00:00:00.000Z,3500000.0,767.03,1,Land,63,Residential,441,Al Barsha South Fourth,767.03,3500000.0,false
Property Evaluation,2017,7400,2017-11-27T00:00:00.000Z,4.0E7,1599.88,1,Land,62,Commercial,271,Al Karama,1599.88,4.0E7,false
Property Evaluation,2018,18,2018-01-02T00:00:00.000Z,8666833.0,2012.94,1,Land,6,Labor Camp,395,Jabal Ali Industrial First,2012.94,8666833.0,false
Property Evaluation,2017,8034,2017-12-19T00:00:00.000Z,3981824.0,308.27,1,Land,62,Commercial,276,Al Bada,331.39,3981824.0,false
Property Evaluation,2017,7500,2017-12-05T00:00:00.000Z,4.499999E7,2090.32,1,Land,62,Commercial,364,Al Wasl,2090.32,4.499999E7,false
Property Evaluation,2017,7807,2017-12-14T00:00:00.000Z,5199997.0,1207.74,1,Land,6,Labor Camp,372,Al Goze Industrial Second,1207.74,5199997.0,false
Property Evaluation,2018,273,2018-01-11T00:00:00.000Z,2266606.0,1754.79,1,Land,3,Unit,483,Warsan Fourth,1754.79,2266606.0,false
Property Evaluation,2017,7429,2017-11-28T00:00:00.000Z,1.32377619E8,4958.99,1,Land,63,Residential,526,Business Bay,4958.99,1.32377619E8,false
Property Evaluation,2017,7420,2017-11-28T00:00:00.000Z,2.9363919E7,3410.0,1,Land,16,Sports Club,405,Bukadra,3410.01,2.9363919E7,false
Property Evaluation,2017,8108,2017-12-21T00:00:00.000Z,8767826.0,1810.13,1,Land,62,Commercial,264,Nad Al Hamar,1810.12,8767826.0,false
Property Evaluation,2016,7007,2016-12-22T00:00:00.000Z,1.0975238E7,926.94,1,Land,0,"",266,Al Satwa,926.95,1.0975238E7,false
Property Evaluation,2018,2856,2018-04-29T00:00:00.000Z,851876.0,113.06,3,Unit,42,Office,285,Nad Al Shiba,113.06,851876.0,false
Property Evaluation,2018,2322,2018-04-09T00:00:00.000Z,3.5109796E7,3261.81,1,Land,62,Commercial,334,Al Jadaf,3261.81,3.5109796E7,false
Property Evaluation,2018,2826,2018-04-26T00:00:00.000Z,954327.0,88.66,3,Unit,42,Office,350,Al Thanyah Fifth,88.66,954327.0,false
Property Evaluation,2018,1511,2018-03-05T00:00:00.000Z,1500000.0,340.21,1,Land,63,Residential,300,Al Rashidiya,340.21,1500000.0,false
Property Evaluation,2018,3475,2018-05-23T00:00:00.000Z,3600000.0,561.13,1,Land,63,Residential,467,Wadi Al Safa 5,561.13,3600000.0,false
Property Evaluation,2018,538,2018-01-24T00:00:00.000Z,2162467.0,80.36,3,Unit,60,Flat,330,Marsa Dubai,80.36,2162467.0,false
Property Evaluation,2018,1276,2018-02-21T00:00:00.000Z,1796010.0,128.35,3,Unit,60,Flat,330,Marsa Dubai,128.35,1796010.0,false
Property Evaluation,2018,1653,2018-03-11T00:00:00.000Z,1738574.0,85.01,3,Unit,60,Flat,390,Burj Khalifa,85.01,1738574.0,false
Property Evaluation,2018,2560,2018-04-18T00:00:00.000Z,2099989.0,696.77,1,Land,63,Residential,232,Mirdif,696.77,2099989.0,false
Property Evaluation,2018,1201,2018-02-19T00:00:00.000Z,1680137.0,104.06,3,Unit,60,Flat,410,Palm Jumeirah,104.06,1680137.0,false
Property Evaluation,2018,2013,2018-03-25T00:00:00.000Z,411611.0,38.24,3,Unit,60,Flat,435,Al Hebiah Fourth,38.24,411611.0,false
Property Evaluation,2018,509,2018-01-23T00:00:00.000Z,1438207.0,74.23,3,Unit,60,Flat,390,Burj Khalifa,74.23,1438207.0,false
Property Evaluation,2018,441,2018-01-21T00:00:00.000Z,2548590.0,131.54,3,Unit,60,Flat,526,Business Bay,131.54,2548590.0,false
Property Evaluation,2018,727,2018-01-31T00:00:00.000Z,1305069.0,80.83,3,Unit,60,Flat,351,Al Thanyah Third,80.83,1305069.0,false
Property Evaluation,2018,1841,2018-03-15T00:00:00.000Z,7500000.0,955.66,1,Land,62,Commercial,350,Al Thanyah Fifth,1138.73,7500000.0,false
Property Evaluation,2018,6038,2018-10-01T00:00:00.000Z,498874.0,66.21,3,Unit,60,Flat,485,Me'Aisem First,66.21,498874.0,false
Property Evaluation,2018,6292,2018-10-08T00:00:00.000Z,1.4E7,3623.03,1,Land,65,Industrial,373,Al Goze Industrial Fourth,3622.94,1.4E7,false
Property Evaluation,2018,7301,2018-11-15T00:00:00.000Z,8495946.0,1754.0,1,Land,63,Residential,409,Al Barshaa South Third,1754.0,8495946.0,false
Property Evaluation,2018,5632,2018-09-18T00:00:00.000Z,2986239.0,396.33,3,Unit,60,Flat,307,Al Safouh First,396.33,2986239.0,false
Property Evaluation,2018,7353,2018-11-20T00:00:00.000Z,6000000.0,849.23,1,Land,62,Commercial,352,Al Thanayah Fourth,849.23,6000000.0,false
Property Evaluation,2018,7198,2018-11-13T00:00:00.000Z,1.0E7,3442.06,1,Land,63,Residential,234,Hor Al Anz East,3442.06,1.0E7,false
Property Evaluation,2018,4889,2018-07-29T00:00:00.000Z,2700000.0,215.25,2,Building,4,Villa,463,Wadi Al Safa 7,215.25,2700000.0,false
Property Evaluation,2018,6217,2018-10-04T00:00:00.000Z,1152253.0,133.81,3,Unit,60,Flat,435,Al Hebiah Fourth,133.81,1152253.0,false
Property Evaluation,2018,7005,2018-11-04T00:00:00.000Z,4789339.0,2069.51,1,Land,65,Industrial,360,Muhaisanah Second,2069.51,4789339.0,false
Property Evaluation,2018,5291,2018-09-02T00:00:00.000Z,2490766.0,178.0,3,Unit,60,Flat,329,Trade Center Second,178.0,2490766.0,false
