procedure_name_en,procedure_year,procedure_number,instance_date,actual_worth,procedure_area,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,area_id,area_name_en,actual_area,property_total_value,actual_area_missing
Property Evaluation,2004,354,2004-05-16T00:00:00.000Z,1200000.0,211.35,1,Land,62,Commercial,233,Hor Al Anz,211.34,1200000.0,false
Property Evaluation,2008,645,2008-05-14T00:00:00.000Z,2.8589E7,4829.1,1,Land,62,Commercial,348,Al Goze Fourth,4829.1,2.8589E7,false
Property Evaluation,2010,251,2010-02-10T00:00:00.000Z,2.49588E7,3864.58,1,Land,63,Residential,315,Al Manara,3864.58,2.49588E7,false
Property Evaluation,2010,193,2010-03-02T00:00:00.000Z,2700000.0,1036.05,1,Land,62,Commercial,230,Abu Hail,1036.05,2700000.0,false
Property Evaluation,2006,530,2006-06-06T00:00:00.000Z,6000000.0,136.29,1,Land,62,Commercial,367,Al Suq Al Kabeer,136.29,6000000.0,false
Property Evaluation,2009,114,2009-02-05T00:00:00.000Z,1.37904515E8,7321.0,1,Land,62,Commercial,371,Al Safouh Second,14594.68,1.37904515E8,false
Property Evaluation,2010,1117,2010-07-07T00:00:00.000Z,8960000.0,1040.51,1,Land,62,Commercial,234,Hor Al Anz East,1040.51,8960000.0,false
Property Evaluation,2010,1396,2010-09-29T00:00:00.000Z,3.8048E7,6094.44,1,Land,62,Commercial,305,AL QUSAIS,6094.44,3.28E7,false
Property Evaluation,2009,961,2009-11-03T00:00:00.000Z,6460000.0,3530.31,1,Land,63,Residential,396,Al Khawaneej First,3530.32,6460000.0,false
Property Evaluation,2008,985,2008-09-14T00:00:00.000Z,6572400.0,508.83,1,Land,62,Commercial,240,Port Saeed,508.83,6572400.0,false
Property Evaluation,2008,387,2008-03-12T00:00:00.000Z,1.69E7,1570.06,1,Land,18,Parking,341,Trade Center First,1570.06,1.69E7,false
Property Evaluation,2007,470,2007-06-18T00:00:00.000Z,5000000.0,200.58,1,Land,62,Commercial,242,Al Ras,149.94,5000000.0,false
Property Evaluation,2009,1047,2009-11-16T00:00:00.000Z,1.6002E7,2973.27,1,Land,62,Commercial,301,Al Nahda Second,2973.27,1.6002E7,false
Property Evaluation,2008,1130,2008-10-23T00:00:00.000Z,4144000.0,1374.96,1,Land,63,Residential,311,Muhaisanah Third,1374.96,4144000.0,false
Property Evaluation,2003,97,2003-03-02T00:00:00.000Z,5000000.0,303.05,1,Land,62,Commercial,242,Al Ras,303.05,5000000.0,false
Property Evaluation,2011,784,2011-05-30T00:00:00.000Z,1.76256E7,682.28,1,Land,62,Commercial,238,Al Dhagaya,682.56,1.76256E7,false
Property Evaluation,2011,486,2011-04-05T00:00:00.000Z,900000.0,225.66,1,Land,63,Residential,233,Hor Al Anz,225.66,900000.0,false
Property Evaluation,2011,640,2011-05-04T00:00:00.000Z,2.99285E7,3972.07,1,Land,63,Residential,466,Wadi Al Safa 4,3972.07,2.99285E7,false
Property Evaluation,2011,642,2011-05-04T00:00:00.000Z,7.2E7,13378.03,1,Land,63,Residential,313,Al Saffa First,13719.27,7.2E7,false
Property Evaluation,2011,647,2011-05-12T00:00:00.000Z,2500000.0,910.45,1,Land,63,Residential,364,Al Wasl,910.45,2500000.0,false
Property Evaluation,2010,1717,2010-12-27T00:00:00.000Z,1200000.0,122.89,3,Unit,60,Flat,330,Marsa Dubai,122.89,1200000.0,false
Property Evaluation,2009,195,2009-02-23T00:00:00.000Z,8.0E7,3716.12,1,Land,62,Commercial,234,Hor Al Anz East,3716.12,8.0E7,false
Property Evaluation,2003,272,2003-05-28T00:00:00.000Z,1100000.0,938.32,1,Land,63,Residential,234,Hor Al Anz East,938.32,1100000.0,false
Property Evaluation,2007,389,2007-05-24T00:00:00.000Z,8000000.0,391.68,1,Land,62,Commercial,367,Al Suq Al Kabeer,391.68,8000000.0,false
Property Evaluation,2007,768,2007-11-15T00:00:00.000Z,1.4E7,2787.09,1,Land,63,Residential,232,Mirdif,2787.09,1.4E7,false
Property Evaluation,2006,190,2006-02-25T00:00:00.000Z,1.0E8,6466.05,1,Land,62,Commercial,271,Al Karama,6466.05,1.0E8,false
Property Evaluation,2011,899,2011-06-20T00:00:00.000Z,1.0E7,2322.58,1,Land,62,Commercial,355,Al Nahda First,2322.58,1.0E7,false
Property Evaluation,2005,259,2005-05-01T00:00:00.000Z,3.984E7,18506.28,1,Land,63,Residential,360,Muhaisanah Second,2643.74,3.984E7,false
Property Evaluation,2007,464,2007-06-18T00:00:00.000Z,1.8E7,3716.12,1,Land,63,Residential,303,Um Suqaim First,3716.12,1.8E7,false
Property Evaluation,2007,160,2007-03-04T00:00:00.000Z,2000000.0,929.03,1,Land,63,Residential,232,Mirdif,929.03,2000000.0,false
Property Evaluation,2005,178,2005-03-29T00:00:00.000Z,2.22717E7,1217.12,1,Land,62,Commercial,362,Naif,1438.42,2.22717E7,false
Property Evaluation,2006,211,2006-03-01T00:00:00.000Z,800000.0,232.26,1,Land,63,Residential,382,Al Waheda,232.25,800000.0,false
Property Evaluation,2005,742,2005-11-14T00:00:00.000Z,2.8E7,2289.13,1,Land,62,Commercial,247,Al Khabeesi,2289.13,2.8E7,false
Property Evaluation,2006,857,2006-10-19T00:00:00.000Z,5000000.0,936.0,1,Land,63,Residential,318,Jumeirah Third,936.0,5000000.0,false
Property Evaluation,2007,401,2007-05-29T00:00:00.000Z,2700000.0,227.61,1,Land,63,Residential,276,Al Bada,227.61,2700000.0,false
Property Evaluation,2007,486,2007-06-20T00:00:00.000Z,6000000.0,220.64,1,Land,63,Residential,266,Al Satwa,221.79,6000000.0,false
Property Evaluation,2011,870,2011-06-15T00:00:00.000Z,2.34728E7,1677.46,1,Land,62,Commercial,367,Al Suq Al Kabeer,1677.46,2.34728E7,false
Property Evaluation,2010,1227,2010-08-17T00:00:00.000Z,5.6816E7,6597.97,1,Land,63,Residential,276,Al Bada,6597.97,5.6816E7,false
Property Evaluation,2010,337,2010-02-25T00:00:00.000Z,8144100.0,7566.11,1,Land,65,Industrial,309,Al Goze Industrial Third,7566.12,8144100.0,false
Property Evaluation,2008,258,2008-03-03T00:00:00.000Z,2.3E7,1858.06,1,Land,6,Labor Camp,438,Al Ttay,1858.06,2.3E7,false
Property Evaluation,2011,309,2011-03-07T00:00:00.000Z,1.5E7,929.03,1,Land,62,Commercial,276,Al Bada,929.03,1.5E7,false
Property Evaluation,2011,201,2011-03-22T00:00:00.000Z,1.7E8,11287.71,1,Land,63,Residential,234,Hor Al Anz East,11287.72,1.7E8,false
Property Evaluation,2004,437,2004-06-14T00:00:00.000Z,675720.0,1046.27,1,Land,63,Residential,264,Nad Al Hamar,1046.27,675720.0,false
Property Evaluation,2010,506,2010-04-13T00:00:00.000Z,5.5E7,5409.93,1,Land,63,Residential,317,Jumeirah First,5409.93,5.5E7,false
Property Evaluation,2005,731,2005-11-09T00:00:00.000Z,5.0E7,552.03,1,Land,62,Commercial,362,Naif,552.14,5.0E7,false
Property Evaluation,2009,339,2009-03-25T00:00:00.000Z,2000000.0,1858.06,1,Land,64,Agricultural,345,Al Warsan Third,1858.06,2000000.0,false
Property Evaluation,2011,1287,2011-09-28T00:00:00.000Z,2173500.0,576.93,1,Land,63,Residential,303,Um Suqaim First,576.93,2173500.0,false
Property Evaluation,2010,454,2010-03-21T00:00:00.000Z,4.91085E7,2607.04,1,Land,62,Commercial,255,Rega Al Buteen,2607.05,4.91085E7,false
Property Evaluation,2006,678,2006-07-24T00:00:00.000Z,1.80645E7,5594.15,1,Land,65,Industrial,319,Ras Al Khor Industrial Second,5594.16,1.80645E7,false
Property Evaluation,2004,561,2004-08-21T00:00:00.000Z,1.2E7,562.06,1,Land,62,Commercial,362,Naif,562.06,1.2E7,false
Property Evaluation,2008,912,2008-08-17T00:00:00.000Z,2.8368E7,1317.74,1,Land,62,Commercial,368,Al Barsha First,1317.74,2.8368E7,false
Property Evaluation,2006,356,2006-04-18T00:00:00.000Z,1800000.0,455.22,1,Land,63,Residential,234,Hor Al Anz East,455.22,1800000.0,false
Property Evaluation,2011,1631,2011-12-08T00:00:00.000Z,5600000.0,1041.1,3,Unit,42,Office,390,Burj Khalifa,406.99,5600000.0,false
Property Evaluation,2011,1735,2011-12-26T00:00:00.000Z,1.51449E7,4690.02,1,Land,62,Commercial,317,Jumeirah First,3014.98,1.51449E7,false
Property Evaluation,2012,172,2012-02-22T00:00:00.000Z,3200000.0,840.77,1,Land,63,Residential,382,Al Waheda,840.77,3200000.0,false
Property Evaluation,2012,332,2012-03-08T00:00:00.000Z,950000.0,119.53,3,Unit,60,Flat,467,Wadi Al Safa 5,119.53,640000.0,false
Property Evaluation,2012,950,2012-06-05T00:00:00.000Z,1.3772E7,1279.46,1,Land,62,Commercial,244,Al Murqabat,1279.44,1.3772E7,false
Property Evaluation,2012,999,2012-06-19T00:00:00.000Z,3608010.0,1457.37,1,Land,62,Commercial,297,Al Warqa First,1457.37,3608010.0,false
Property Evaluation,2012,1792,2012-10-08T00:00:00.000Z,900000.0,84.36,3,Unit,60,Flat,330,Marsa Dubai,84.36,900000.0,false
Property Evaluation,2013,197,2013-01-20T00:00:00.000Z,3.5E7,418.9,1,Land,62,Commercial,237,Al Sabkha,418.9,4.0E7,false
Property Evaluation,2012,1441,2012-08-29T00:00:00.000Z,850000.0,75.78,3,Unit,42,Office,390,Burj Khalifa,75.78,720000.0,false
Property Evaluation,2013,51,2013-01-06T00:00:00.000Z,9000000.0,7357.92,1,Land,65,Industrial,321,Al Qusais Industrial Third,7357.92,9000000.0,false
Property Evaluation,2013,184,2013-01-17T00:00:00.000Z,6019750.0,2237.01,1,Land,63,Residential,452,Al Hebiah Second,2237.01,6019750.0,false
Property Evaluation,2013,1157,2013-04-10T00:00:00.000Z,800000.0,62.12,3,Unit,60,Flat,350,Al Thanyah Fifth,62.12,800000.0,false
Property Evaluation,2013,1372,2013-04-24T00:00:00.000Z,2.77E7,3716.12,1,Land,62,Commercial,317,Jumeirah First,3716.12,2.77E7,false
Property Evaluation,2013,782,2013-03-10T00:00:00.000Z,2400000.0,319.86,2,Building,4,Villa,352,Al Thanayah Fourth,319.86,2400000.0,false
Property Evaluation,2013,484,2013-02-06T00:00:00.000Z,3598200.0,1857.13,1,Land,63,Residential,394,Al Mizhar Second,1857.13,3598200.0,false
Property Evaluation,2013,1033,2013-03-28T00:00:00.000Z,1875000.0,696.77,1,Land,63,Residential,232,Mirdif,696.77,1875000.0,false
Property Evaluation,2013,1541,2013-05-07T00:00:00.000Z,6.0E7,4645.15,1,Land,62,Commercial,271,Al Karama,4645.15,6.0E7,false
Property Evaluation,2013,1890,2013-06-09T00:00:00.000Z,650000.0,92.16,3,Unit,60,Flat,441,Al Barsha South Fourth,92.16,650000.0,false
Property Evaluation,2013,1129,2013-04-09T00:00:00.000Z,4999750.0,1857.96,1,Land,63,Residential,409,Al Barshaa South Third,1857.96,4999750.0,false
Property Evaluation,2013,2978,2013-09-29T00:00:00.000Z,1000000.0,68.19,3,Unit,60,Flat,351,Al Thanyah Third,68.19,1000000.0,false
Property Evaluation,2013,2844,2013-09-19T00:00:00.000Z,700000.0,94.9,3,Unit,60,Flat,483,Warsan Fourth,94.9,700000.0,false
Property Evaluation,2013,2069,2013-06-24T00:00:00.000Z,5152000.0,598.3,1,Land,62,Commercial,233,Hor Al Anz,598.3,5152000.0,false
Property Evaluation,2013,2919,2013-09-22T00:00:00.000Z,3000000.0,278.71,1,Land,62,Commercial,244,Al Murqabat,278.69,3000000.0,false
Property Evaluation,2013,3508,2013-11-18T00:00:00.000Z,2250300.0,696.87,1,Land,63,Residential,467,Wadi Al Safa 5,696.87,2250300.0,false
Property Evaluation,2014,852,2014-02-24T00:00:00.000Z,3600000.0,694.92,1,Land,63,Residential,442,Al Barsha South Fifth,694.92,3600000.0,false
Property Evaluation,2013,3575,2013-11-21T00:00:00.000Z,5500000.0,540.0,1,Land,63,Residential,464,Wadi Al Safa 2,540.0,5500000.0,false
Property Evaluation,2013,3926,2013-12-24T00:00:00.000Z,800000.0,75.48,3,Unit,60,Flat,435,Al Hebiah Fourth,75.48,800000.0,false
Property Evaluation,2013,3820,2013-12-16T00:00:00.000Z,400000.0,1007.07,1,Land,63,Residential,264,Nad Al Hamar,1007.07,400000.0,false
Property Evaluation,2014,129,2014-01-14T00:00:00.000Z,4500000.0,1393.5,1,Land,63,Residential,372,Al Goze Industrial Second,1393.53,4500000.0,false
Property Evaluation,2014,802,2014-02-20T00:00:00.000Z,1.2252E7,1897.08,1,Land,63,Residential,317,Jumeirah First,1897.08,1.2252E7,false
Property Evaluation,2014,1545,2014-03-26T00:00:00.000Z,2.975E7,3251.61,1,Land,65,Industrial,321,Al Qusais Industrial Third,3252.0,2.975E7,false
Property Evaluation,2014,2001,2014-04-22T00:00:00.000Z,400000.0,35.95,3,Unit,60,Flat,451,Al Hebiah Fifth,35.95,400000.0,false
Property Evaluation,2014,2540,2014-05-22T00:00:00.000Z,5602800.0,173.45,3,Unit,60,Flat,330,Marsa Dubai,173.45,5602800.0,false
Property Evaluation,2014,1861,2014-04-14T00:00:00.000Z,8650000.0,1021.93,1,Land,63,Residential,364,Al Wasl,1022.0,8650000.0,false
Property Evaluation,2014,2264,2014-05-07T00:00:00.000Z,1.3211787E7,5579.16,1,Land,28,Airport,462,Madinat Al Mataar,5579.16,1.3211787E7,false
Property Evaluation,2014,2292,2014-05-11T00:00:00.000Z,2920000.0,135.73,3,Unit,60,Flat,330,Marsa Dubai,135.73,2920000.0,false
Property Evaluation,2014,1629,2014-03-27T00:00:00.000Z,1.28E7,3716.12,1,Land,65,Industrial,247,Al Khabeesi,3693.29,4.6E7,false
Property Evaluation,2014,1537,2014-03-26T00:00:00.000Z,4.4452016E7,4999.67,1,Land,11,Warehouse,321,Al Qusais Industrial Third,4999.67,4.4452016E7,false
Property Evaluation,2014,1895,2014-04-15T00:00:00.000Z,4900000.0,315.13,3,Unit,60,Flat,390,Burj Khalifa,315.13,4900000.0,false
Property Evaluation,2014,3538,2014-07-23T00:00:00.000Z,2090784.0,242.8,3,Unit,60,Flat,330,Marsa Dubai,242.8,2090784.0,false
Property Evaluation,2014,3760,2014-08-14T00:00:00.000Z,2854697.0,48.22,3,Unit,101,Hotel Apartment,390,Burj Khalifa,48.22,2854697.0,false
Property Evaluation,2014,3868,2014-08-24T00:00:00.000Z,1400000.0,222.97,1,Land,63,Residential,230,Abu Hail,222.97,1400000.0,false
Property Evaluation,2003,76,2003-03-02T00:00:00.000Z,1.33455E7,2479.67,1,Land,62,Commercial,269,Al Hamriya,2479.67,1.33455E7,false
Property Evaluation,2003,195,2003-04-23T00:00:00.000Z,4290000.0,3065.8,1,Land,63,Residential,231,Al Mamzer,3065.8,4290000.0,false
Property Evaluation,2010,1060,2010-07-06T00:00:00.000Z,2.8059E7,2606.76,1,Land,62,Commercial,367,Al Suq Al Kabeer,2605.97,2.8059E7,false
Property Evaluation,2009,744,2009-08-20T00:00:00.000Z,3.2E8,3500.31,1,Land,38,Residential Flats,330,Marsa Dubai,3500.31,3.2E8,false
Property Evaluation,2007,823,2007-12-04T00:00:00.000Z,1.35E7,1222.6,1,Land,63,Residential,304,Um Suqaim Second,1226.78,1.35E7,false
Property Evaluation,2010,1152,2011-10-20T00:00:00.000Z,1.185465E8,7342.22,1,Land,34,General Use,278,Mankhool,7342.22,1.185465E8,false
Property Evaluation,2010,1474,2010-10-18T00:00:00.000Z,1488000.0,172.8,1,Land,62,Commercial,238,Al Dhagaya,171.97,1488000.0,false
Property Evaluation,2004,164,2004-03-10T00:00:00.000Z,9000000.0,797.67,1,Land,62,Commercial,269,Al Hamriya,797.67,9000000.0,false
Property Evaluation,2006,404,2006-04-26T00:00:00.000Z,2000000.0,837.06,1,Land,62,Commercial,230,Abu Hail,837.06,2000000.0,false
Property Evaluation,2007,623,2007-09-04T00:00:00.000Z,1.0E7,179.3,1,Land,62,Commercial,339,Al Mararr,179.3,1.0E7,false
Property Evaluation,2005,709,2005-10-23T00:00:00.000Z,4.5E7,802.87,1,Land,62,Commercial,237,Al Sabkha,802.87,4.5E7,false
Property Evaluation,2011,12,2011-01-12T00:00:00.000Z,1800000.0,594.58,1,Land,63,Residential,328,Al Jafliya,603.3,1800000.0,false
Property Evaluation,2011,685,2011-05-11T00:00:00.000Z,9000750.0,1114.93,1,Land,62,Commercial,368,Al Barsha First,1114.93,9000750.0,false
Property Evaluation,2005,559,2005-07-24T00:00:00.000Z,1800000.0,179.02,1,Land,62,Commercial,239,Al Baraha,179.02,1800000.0,false
Property Evaluation,2005,20,2005-01-09T00:00:00.000Z,4435888.5,915.79,1,Land,62,Commercial,240,Port Saeed,915.75,4435888.5,false
Property Evaluation,2008,828,2008-07-07T00:00:00.000Z,5000000.0,1089.01,1,Land,63,Residential,298,Al Warqa Third,1089.0,5000000.0,false
Property Evaluation,2006,877,2006-11-02T00:00:00.000Z,7.41345E7,2504.48,1,Land,62,Commercial,278,Mankhool,2504.43,7.41345E7,false
Property Evaluation,2006,989,2006-12-14T00:00:00.000Z,6.0E7,1337.15,1,Land,63,Residential,267,Al Raffa,1337.12,6.0E7,false
Property Evaluation,2005,383,2005-06-06T00:00:00.000Z,2.6E7,3716.12,1,Land,62,Commercial,247,Al Khabeesi,3716.12,2.6E7,false
Property Evaluation,2008,529,2008-04-14T00:00:00.000Z,5850000.0,1393.55,1,Land,63,Residential,393,Al Barsha Second,1393.55,5850000.0,false
Property Evaluation,2009,382,2009-03-31T00:00:00.000Z,2500000.0,1021.93,1,Land,63,Residential,234,Hor Al Anz East,1021.93,2500000.0,false
Property Evaluation,2008,349,2008-03-06T00:00:00.000Z,2.48228127E8,7321.0,1,Land,62,Commercial,371,Al Safouh Second,14594.68,2.48228127E8,false
Property Evaluation,2009,854,2009-10-05T00:00:00.000Z,2000000.0,264.49,1,Land,38,Residential Flats,230,Abu Hail,264.49,2000000.0,false
Property Evaluation,2003,408,2003-09-03T00:00:00.000Z,800000.0,929.03,1,Land,63,Residential,312,Muhaisanah First,929.03,800000.0,false
Property Evaluation,2005,454,2005-06-21T00:00:00.000Z,1350000.0,125.42,1,Land,62,Commercial,242,Al Ras,125.0,1350000.0,false
Property Evaluation,2009,194,2009-02-23T00:00:00.000Z,1.8E8,11287.71,1,Land,63,Residential,234,Hor Al Anz East,11287.72,1.8E8,false
Property Evaluation,2011,855,2011-06-20T00:00:00.000Z,3.5E7,723.81,1,Land,62,Commercial,237,Al Sabkha,723.81,3.5E7,false
Property Evaluation,2011,959,2011-07-04T00:00:00.000Z,4.3566E7,4047.41,1,Land,38,Residential Flats,330,Marsa Dubai,4047.41,4.3566E7,false
Property Evaluation,2005,89,2005-02-16T00:00:00.000Z,3.0E7,2369.03,1,Land,62,Commercial,234,Hor Al Anz East,2367.63,3.0E7,false
Property Evaluation,2010,1331,2010-09-16T00:00:00.000Z,6750000.0,1393.55,1,Land,63,Residential,303,Um Suqaim First,1393.55,6750000.0,false
Property Evaluation,2009,149,2009-02-17T00:00:00.000Z,4.2638099E7,5658.87,1,Land,62,Commercial,443,Al Thanyah First,5658.87,4.2638099E7,false
Property Evaluation,2007,286,2007-04-10T00:00:00.000Z,8000000.0,192.68,1,Land,62,Commercial,235,Eyal Nasser,192.68,8000000.0,false
Property Evaluation,2002,238,2002-06-02T00:00:00.000Z,2000000.0,1858.06,1,Land,62,Commercial,301,Al Nahda Second,1858.06,2000000.0,false
Property Evaluation,2011,1386,2011-10-12T00:00:00.000Z,8008080.0,6199.79,1,Land,63,Residential,316,Al Mizhar First,775.93,8008080.0,false
Property Evaluation,2011,1500,2011-11-15T00:00:00.000Z,1600000.0,254.83,2,Building,4,Villa,352,Al Thanayah Fourth,254.83,1600000.0,false
Property Evaluation,2003,519,2003-12-01T00:00:00.000Z,3.0E7,1063.27,1,Land,62,Commercial,244,Al Murqabat,1056.95,3.0E7,false
Property Evaluation,2008,1226,2008-11-17T00:00:00.000Z,3.5E7,775.46,1,Land,63,Residential,362,Naif,775.46,3.5E7,false
Property Evaluation,2004,616,2004-09-29T00:00:00.000Z,2346000.0,142.23,1,Land,62,Commercial,238,Al Dhagaya,137.67,2346000.0,false
Property Evaluation,2002,277,2002-06-24T00:00:00.000Z,4297680.0,2218.15,1,Land,62,Commercial,247,Al Khabeesi,2218.15,4297680.0,false
Property Evaluation,2008,259,2008-03-03T00:00:00.000Z,2.3E7,1858.06,1,Land,6,Labor Camp,438,Al Ttay,1858.06,2.3E7,false
Property Evaluation,2011,1460,2011-11-20T00:00:00.000Z,9000000.0,393.82,1,Land,62,Commercial,238,Al Dhagaya,393.82,9000000.0,false
Property Evaluation,2004,171,2004-03-14T00:00:00.000Z,1.7E7,1087.89,1,Land,62,Commercial,278,Mankhool,1087.89,1.7E7,false
Property Evaluation,2007,35,2007-01-18T00:00:00.000Z,5000000.0,1393.55,1,Land,63,Residential,311,Muhaisanah Third,1393.55,5000000.0,false
Property Evaluation,2004,399,2004-06-06T00:00:00.000Z,1320000.0,1393.55,1,Land,63,Residential,369,Al Barsha Third,1394.0,1320000.0,false
Property Evaluation,2005,469,2005-06-21T00:00:00.000Z,693350.0,209.03,1,Land,63,Residential,317,Jumeirah First,209.4,693350.0,false
Property Evaluation,2007,502,2007-06-27T00:00:00.000Z,2.4564E7,2282.07,1,Land,62,Commercial,355,Al Nahda First,2282.07,2.4564E7,false
Property Evaluation,2007,144,2007-02-26T00:00:00.000Z,2.562E7,23801.75,1,Land,64,Agricultural,401,Wadi Al Amardi,19656.63,2.562E7,false
Property Evaluation,2011,1208,2011-09-12T00:00:00.000Z,2.525E8,4691.6,1,Land,62,Commercial,390,Burj Khalifa,4691.6,2.525E8,false
Property Evaluation,2011,453,2011-04-11T00:00:00.000Z,6000000.0,1501.78,1,Land,62,Commercial,382,Al Waheda,1501.78,6000000.0,false
Property Evaluation,2011,1759,2011-12-26T00:00:00.000Z,4041620.0,1706.72,1,Land,63,Residential,434,Wadi Al Safa 6,1706.72,4041620.0,false
Property Evaluation,2012,230,2012-02-20T00:00:00.000Z,2550000.0,1393.55,1,Land,63,Residential,264,Nad Al Hamar,1393.55,2550000.0,false
Property Evaluation,2012,60,2012-01-22T00:00:00.000Z,4088000.0,54.26,1,Land,62,Commercial,242,Al Ras,54.26,5500000.0,false
Property Evaluation,2012,486,2012-04-01T00:00:00.000Z,1500000.0,255.48,1,Land,63,Residential,317,Jumeirah First,255.48,1300000.0,false
Property Evaluation,2012,816,2012-05-14T00:00:00.000Z,1.118931E8,9450.19,1,Land,38,Residential Flats,330,Marsa Dubai,9450.19,1.118931E8,false
Property Evaluation,2012,927,2012-05-31T00:00:00.000Z,6000000.0,1858.06,1,Land,6,Labor Camp,438,Al Ttay,1858.06,6000000.0,false
Property Evaluation,2012,1255,2012-07-26T00:00:00.000Z,609123.6,110.96,3,Unit,42,Office,350,Al Thanyah Fifth,110.96,609123.6,false
Property Evaluation,2012,2238,2012-11-25T00:00:00.000Z,850000.0,65.87,3,Unit,60,Flat,330,Marsa Dubai,65.87,850000.0,false
Property Evaluation,2012,1569,2012-09-12T00:00:00.000Z,4200000.0,721.02,1,Land,63,Residential,434,Wadi Al Safa 6,721.02,4200000.0,false
Property Evaluation,2012,2062,2012-11-08T00:00:00.000Z,4641300.0,958.2,1,Land,63,Residential,317,Jumeirah First,958.2,4641300.0,false
Property Evaluation,2012,2252,2012-11-26T00:00:00.000Z,1400000.0,179.9,2,Building,4,Villa,352,Al Thanayah Fourth,179.9,1400000.0,false
Property Evaluation,2013,110,2013-01-13T00:00:00.000Z,3817480.0,933.3,1,Land,63,Residential,378,Al Garhoud,933.3,3817480.0,false
Property Evaluation,2012,2059,2012-11-08T00:00:00.000Z,1.6E7,1245.43,1,Land,62,Commercial,410,Palm Jumeirah,1245.43,1.6E7,false
Property Evaluation,2013,210,2013-01-20T00:00:00.000Z,950000.0,95.04,3,Unit,42,Office,350,Al Thanyah Fifth,95.04,950000.0,false
Property Evaluation,2012,2228,2012-11-22T00:00:00.000Z,5000000.0,219.44,1,Land,62,Commercial,367,Al Suq Al Kabeer,219.44,5000000.0,false
Property Evaluation,2012,2371,2012-12-09T00:00:00.000Z,5375150.0,907.94,1,Land,62,Commercial,233,Hor Al Anz,907.94,5375150.0,false
Property Evaluation,2012,1845,2012-10-14T00:00:00.000Z,3500000.0,190.06,3,Unit,60,Flat,410,Palm Jumeirah,190.06,3500000.0,false
Property Evaluation,2012,1882,2012-10-16T00:00:00.000Z,1000000.0,116.59,3,Unit,60,Flat,351,Al Thanyah Third,116.59,1001000.0,false
Property Evaluation,2012,1974,2012-10-30T00:00:00.000Z,8200000.0,929.03,1,Land,63,Residential,303,Um Suqaim First,929.03,8200000.0,false
Property Evaluation,2013,121,2013-01-14T00:00:00.000Z,2500000.0,374.03,1,Land,63,Residential,464,Wadi Al Safa 2,374.03,2500000.0,false
Property Evaluation,2013,1253,2013-04-16T00:00:00.000Z,2088000.0,775.93,1,Land,63,Residential,316,Al Mizhar First,775.93,2088000.0,false
Property Evaluation,2013,1427,2013-04-28T00:00:00.000Z,2100000.0,696.77,1,Land,63,Residential,232,Mirdif,696.77,2100000.0,false
Property Evaluation,2013,538,2013-02-12T00:00:00.000Z,5742600.0,1778.35,1,Land,35,Rest Area,395,Jabal Ali Industrial First,1778.3,5742600.0,false
Property Evaluation,2013,1119,2013-04-08T00:00:00.000Z,1500000.0,13935.46,1,Land,14,Consulate,471,Al Rowaiyah Third,13935.46,1500000.0,false
Property Evaluation,2013,447,2013-02-06T00:00:00.000Z,4845750.0,1800.74,1,Land,63,Residential,452,Al Hebiah Second,1800.74,4845750.0,false
Property Evaluation,2013,347,2013-01-30T00:00:00.000Z,3600000.0,540.05,1,Land,62,Commercial,352,Al Thanayah Fourth,540.02,3600000.0,false
Property Evaluation,2013,1731,2013-05-26T00:00:00.000Z,1.6E7,868.92,1,Land,63,Residential,305,AL QUSAIS,868.92,1.6E7,false
Property Evaluation,2013,2067,2013-06-24T00:00:00.000Z,1.08E7,1846.35,1,Land,62,Commercial,382,Al Waheda,1846.35,1.08E7,false
Property Evaluation,2013,2476,2013-08-14T00:00:00.000Z,2.966149E7,11981.05,1,Land,63,Residential,409,Al Barshaa South Third,11981.05,3.0951108E7,false
Property Evaluation,2013,2715,2013-09-08T00:00:00.000Z,1.27071E7,1686.47,1,Land,65,Industrial,322,Al Qusais Industrial Fourth,1686.44,1.27071E7,false
Property Evaluation,2013,2001,2013-06-18T00:00:00.000Z,3.9E7,6466.05,1,Land,65,Industrial,360,Muhaisanah Second,6466.05,3.9E7,false
Property Evaluation,2013,3150,2013-10-09T00:00:00.000Z,6830000.0,253.81,1,Land,62,Commercial,339,Al Mararr,253.81,6830000.0,false
Property Evaluation,2013,2002,2013-06-18T00:00:00.000Z,3.47E7,14827.32,1,Land,65,Industrial,319,Ras Al Khor Industrial Second,14827.33,3.47E7,false
Property Evaluation,2013,2616,2013-08-27T00:00:00.000Z,1.60656E7,3731.36,1,Land,62,Commercial,278,Mankhool,1865.68,1.60656E7,false
Property Evaluation,2014,493,2014-02-12T00:00:00.000Z,1000000.0,232.26,1,Land,63,Residential,382,Al Waheda,232.26,1000000.0,false
Property Evaluation,2014,1020,2014-03-05T00:00:00.000Z,1.5E7,622.36,1,Land,62,Commercial,410,Palm Jumeirah,684.86,1.5E7,false
Property Evaluation,2014,33,2014-01-06T00:00:00.000Z,4.40215E7,4811.45,1,Land,62,Commercial,234,Hor Al Anz East,4811.45,4.40215E7,false
Property Evaluation,2014,823,2014-02-23T00:00:00.000Z,1870000.0,204.39,1,Land,62,Commercial,249,Al Muteena,204.39,1870000.0,false
